File	Name	Slot	Script
re_reb	Rebecca	Slot 592	agrandlx
re_send	Sendai	Slot 592	agrandrp
re_sheri	Sheri D'Avignon	Slot 592	agrandnc
reband01	Bandit	Slot 592	agrandrb
reband02	Bandit	Slot 592	agrandrp
reband03	Bandit	Slot 592	agrandbr
reband04	Bandit	Slot 592	agrandrb
reband05	Bandit	Slot 592	agrandrb
rebecca	Rebecca	Slot 592	agrandbr
reckon	Duergar	Slot 600	agrandbr
recler01	Slaver	Slot 592	agrandbr
recler02	Cleric	Slot 592	agrandsw
redabi01	Red Abishai	Slot 592	agrandbr
redilav	Dilav	Slot 592	agrandbr
redrad01	Dradeel	Slot 592	agrandrb
reeldar	Eldarin	Slot 592	agrandrb
refigh01	Slaver	Slot 592	agrandsr
remage01	Slaver Wizard	Slot 584	agrandsh
remage02	Slaver Wizard	Slot 592	agrandrb
renal	Renal Bloodscalp	Slot 600	agrandrb
rengaa	Rengaard	Slot 600	agrandrb
repthf1	Shadow Thief	Slot 608	agrandrb
repthf2	Shadow Thief	Slot 592	agrandrp
repthf3	Shadow Thief	Slot 592	agrandbr
rerak01	Traveler	Slot 600	agrandrb
rerak02	Traveler	Slot 600	agrandbr
rerak03	Traveler	Slot 600	agrandbr
rerak04	Traveler	Slot 600	agrandrb
rerak05	Traveler	Slot 600	agrandrb
rerak06	Traveler	Slot 600	agrandrb
resuna	Suna Seni	Slot 592	agrandbr
retalak	Talak	Slot 592	agrandbr
rethie01	Slaver	Slot 592	agrandrb
rethie02	Slaver	Slot 592	agrandrb
rethie03	Slaver	Slot 592	agrandrb
rethug01	Thug	Slot 592	agrandrb
rethug02	Mage	Slot 592	agrandbr
rethug03	Thug	Slot 592	agrandrb
rethug04	Thug	Slot 592	agrandrb
reti	Reti	Slot 592	agrandbr
reven01	Revenant	Slot 584	agrandbr
riat01	Tolgerias	Slot 600	agrandrb
riat02	Tolgerias	Slot 600	agrandrb
riat03	Tolgerias	Slot 600	agrandrb
riat04	Tolgerias	Slot 600	agrandbr
riat05	Tolgerias	Slot 600	agrandbr
riatamne	Myrin	Slot 592	agrandbr
riatgate	Gatesman	Slot 592	agrandbr
riatjail	Jailer	Slot 592	agrandbr
riatmov1	Guardian Mage	Slot 592	agrandbr
riatmov2	Guardian Mage	Slot 592	agrandbr
riatmov3	Guardian Mage	Slot 592	agrandrb
riatmov4	Guardian Ogre	Slot 592	agrandbr
riatmov5	Guardian Ogre	Slot 592	agrandbr
ribald	Ribald	Slot 608	agrandbr
riftcr01	Greater Ghoul	Slot 592	agrandrb
riftcr02	Skeleton Warrior	Slot 592	agrandrb
riftcr03	Greater Mummy	Slot 592	agrandlx
riftcr04	Empathic Manifestation	Slot 600	agrandbr
riftg03	Avatar	Slot 600	agrandbr
riftm01	Diseased One	Slot 608	agrandrb
riftm02	Diseased One	Slot 608	agrandbr
riftw01	Diseased One	Slot 608	agrandbr
rigen03	Tombelthen Soldiers	Slot 608	agrandrb
rinnie	Rinnie	Slot 600	agrandbr
rngbeh01	Death Tyrant	Slot 592	agrandbr
rngwlf01	Anath	Slot 608	agrandrg
rngwlf02	Anath	Slot 584	agrandbr
rngwlf03	Anath	Slot 608	agrandbr
rngwlf04	Anath	Slot 584	agrandbr
rngwlf05	Anath	Slot 600	agrandrb
robend01	Host Tower Archmage	Slot 592	agrandbr
robend02	Host Tower Archmage	Slot 592	agrandea
roborb01	Waterdeep Assassination Wizard	Slot 592	agrandrp
rock	Rock	Slot 584	agrandbr
roger	Roger the Fence	Slot 608	agrandrb
rogtro01	Sea Troll	Slot 592	agrandbr
rogtro02	Sea Troll	Slot 592	agrandrb
rondan	Rondan	Slot 584	agrandrb
rook	Rook	Slot 592	agrandbr
rorca01	Orc Archer	Slot 584	agrandbr
rorcl01	Orog Leader	Slot 608	agrandbr
rorcs01	Orog	Slot 584	agrandrb
rr#vam01	Vampire	Slot 592	agrandbr
rskel01	Skeleton	Slot 600	agrandbr
rskel02	Skeleton Warrior	Slot 592	agrandrb
rskel03	Skeleton	Slot 592	agrandrb
rspirit1	Mairyn	Slot 592	agrandrb
ruffian	Amalas	Slot 600	agrandrb
rufpal1	Ruffian	Slot 600	agrandbr
rufpal2	Ruffian	Slot 600	agrandbr
rumar01	Umar	Slot 600	agrandrb
rumar02	Nabassu	Slot 600	agrandrb
rumar03	Imp	Slot 592	agrandbr
ryan	Sir Paritin	Slot 592	agrandrb
rylock	Rylock	Slot 608	agrandrb
rzomb01	Zombie	Slot 600	agrandrb
sacorc01	Gorrek	Slot 592	agrandbr
sacorc02	Orc Archer	Slot 592	agrandbr
sacorc03	Orc Priest	Slot 592	agrandbr
sacorc04	Orc Mage	Slot 592	agrandrb
sacorc05	Orc	Slot 592	agrandbr
sacorc06	Orc Archer	Slot 592	agrandrb
sacorc07	Orc Priest	Slot 592	agrandbr
sacorc08	Orc Mage	Slot 592	agrandbr
sacorc10	Orc	Slot 592	agrandnc
sacorc9	Orc Archer	Slot 592	agrandbr
saerk	Saerk Farrahd	Slot 608	agrandrb
sahamb01	Rebel	Slot 592	agrandbr
sahamb02	Rebel	Slot 592	agrandbr
sahamb03	Rebel	Slot 592	agrandbr
sahamb04	Sahuagin	Slot 592	agrandrb
sahamb05	Sahuagin	Slot 592	agrandbr
sahamb06	Sahuagin	Slot 592	agrandbr
sahbar01	Sahuagin Baronial Guard	Slot 592	agrandbr
sahbar02	Sahuagin Baron	Slot 592	agrandrb
sahbar03	Baron Thelokassyil	Slot 592	agrandbr
sahbeh01	Spectator	Slot 600	agrandea
sahbeh02	Sziltar's Apparition	Slot 592	agrandbr
sahbeh03	Sziltar's Apparition	Slot 592	agrandrb
sahbeh04	Sziltar's Apparition	Slot 592	agrandbr
sahcapt0	Captain Alyittyl	Slot 600	agrandrb
sahcapt1	Captain Alyittyl	Slot 600	agrandbr
sahchf01	Sahuagin Chieftain	Slot 592	agrandrb
sahcpt01	Captain Alyittyl	Slot 600	agrandrb
sahcpt02	Captain Feerlattiys	Slot 592	agrandrb
sahextra	Sahuagin Royal Guard	Slot 592	agrandbr
sahgrd01	Sahuagin Royal Guard	Slot 592	agrandrb
sahgrd02	Sahuagin Royal Guard	Slot 592	agrandbr
sahgrd03	Sahuagin Royal Guard	Slot 592	agrandrb
sahimp01	Imp	Slot 592	agrandrg
sahimp02	Imp	Slot 592	agrandrb
sahimp04	Khelben	Slot 584	agrandbr
sahimp05	Alustriel	Slot 600	agrandbr
sahimp06	Piergeiron	Slot 600	agrandbr
sahkin01	Sahuagin King	Slot 592	agrandbr
sahkng01	King Ixilthetocal	Slot 592	agrandsh
sahkng02	King Ixilthetocal	Slot 592	agrandbr
sahoty01	Ettin	Slot 592	agrandrb
sahpr1	Royal High Priestess Senityili	Slot 608	agrandrb
sahpr3	High Priestess Tlyysixxous	Slot 592	agrandrb
sahpr4	Senior Priestess Sallinithyl	Slot 592	agrandbr
sahpr5	Priestess of Sekolah	Slot 592	agrandrb
sahpri01	Sahuagin Prince	Slot 592	agrandbr
sahpri02	Royal High Priestess	Slot 600	agrandbr
sahramb1	Rebel	Slot 592	agrandrb
sahramb2	Rebel	Slot 600	agrandbr
sahramb3	Priestess	Slot 600	agrandbr
sahramb4	Rebel	Slot 600	agrandrb
sahramb5	Rebel	Slot 592	agrandbr
sahrar01	Rebel	Slot 592	agrandbr
sahreb02	Prince Villynaty	Slot 600	agrandrb
sahrgr01	Rebel	Slot 592	agrandbr
sahrgr02	Rebel	Slot 592	agrandbr
sahrgr03	Rebel	Slot 600	agrandbr
sahrnt01	Rebel	Slot 592	agrandbr
sahryl01	Sahuagin Royal Guard	Slot 592	agrandbr
sahsss01	Rebel	Slot 592	agrandbr
sahsss02	Rebel	Slot 592	agrandbr
sahsss03	Rebel	Slot 608	agrandrb
sahuag01	Sahuagin	Slot 592	agrandbr
sahzom01	Sea Zombie Lord	Slot 592	agrandbr
salam01	Pasha Salam	Slot 592	agrandbr
salam02	Pasha Salam	Slot 592	agrandrb
salam03	Pasha Salam	Slot 592	agrandrb
salam04	Pasha Salam	Slot 592	agrandrg
salam05	Pasha Salam	Slot 592	agrandbr
salam06	Pasha Salam	Slot 592	agrandbr
salvanas	Salvanas	Slot 608	agrandsw
sarbha01	Alexander Ralisar	Slot 592	agrandrb
sarbha02	Oris Nimblefinger	Slot 592	agrandrb
sarbha03	Asmay Jahag	Slot 592	agrandrb
sarbul01	Human	Slot 600	agrandbr
sarbul02	Human	Slot 600	agrandrb
sarbul03	Human	Slot 600	agrandrb
sarbul04	Il-Khan Soldier	Slot 600	agrandrb
sarbul05	Il-Khan Soldier	Slot 600	agrandbr
sarbul06	Il-Khan Soldier	Slot 600	agrandlx
sarbul07	Il-Khan Soldier	Slot 600	agrandrb
sarcpt01	Captain Samand	Slot 608	agrandbr
sarcult	Human Cultist	Slot 608	agrandrb
sarcult2	Human Cultist	Slot 608	agrandbr
sarculto	Orc Cultist	Slot 608	agrandbr
sardw01	Dwarf	Slot 600	agrandrb
sardw02	Dwarf	Slot 600	agrandbr
sardw03	Dwarf	Slot 600	agrandrb
sardw04	Dwarf	Slot 600	agrandea
sardw05	Dwarf	Slot 592	agrandbr
sarelf05	Elf	Slot 600	agrandrb
sarelf06	Elf	Slot 592	agrandrb
sarev1	Armored Figure	Slot 592	agrandbr
sarfaki2	Fire Giant	Slot 592	agrandbr
sarfakie	Fire Giant	Slot 592	agrandsh
sargrd01	Militia Guard	Slot 600	agrandbr
sargrd02	Militia Guard	Slot 600	agrandbr
sargrd03	Militia Guard	Slot 592	agrandrb
sargrd04	Fighter	Slot 600	agrandrb
sargrd05	Thief	Slot 600	agrandbr
sargrd06	Mage	Slot 600	agrandbr
sargrd07	Fighter	Slot 600	agrandbr
sargrd08	Fighter	Slot 600	agrandrb
sargrd09	Thief	Slot 600	agrandrp
sargrd10	Fighter	Slot 584	agrandbr
sargrd11	Fighter	Slot 584	agrandrb
sargrd12	Militia Guard	Slot 600	agrandrb
sargrd13	Militia Guard	Slot 600	agrandbr
sargrd14	Militia Guard	Slot 600	agrandrb
sargrd15	Militia Guard	Slot 600	agrandbr
sargrd16	Militia Guard	Slot 600	agrandbr
sarhal	Halfling Cultist	Slot 608	agrandrb
saripg01	Militia Guard	Slot 592	agrandrb
saripg02	Militia Guard	Slot 592	agrandrb
saripg03	Militia Guard	Slot 592	agrandbr
saripg04	Militia Guard	Slot 592	agrandrb
sarkis01	Kiser Jhaeri	Slot 600	agrandbr
sarkis02	Fighter	Slot 608	agrandrb
sarkis03	Fighter	Slot 584	agrandrb
sarkis04	Kiser Jhaeri	Slot 600	agrandbr
sarmag01	Errard	Slot 600	agrandbr
sarmat01	Mateo	Slot 600	agrandbr
sarmil01	Militia Soldier	Slot 600	agrandrb
sarmil02	Militia Captain	Slot 592	agrandbr
sarmist	Cold Mistress	Slot 600	agrandrb
sarorc01	Elite Orc	Slot 592	agrandbr
saroro01	Elite Orog	Slot 592	agrandbr
sarrein1	Orc	Slot 600	agrandbr
sarrein2	Human	Slot 600	agrandbr
sarson01	Ardic Santele	Slot 592	agrandsh
sarthf01	Hectan	Slot 592	agrandrb
sartro01	Orc	Slot 608	agrandbr
sartro02	Human	Slot 608	agrandbr
sartro03	Orog	Slot 608	agrandbr
sarvam01	Phlydian	Slot 608	agrandrb
sarvam02	Vampire	Slot 592	agrandrb
sarvam03	Vampire	Slot 592	agrandbr
sarvie01	Viekang	Slot 584	agrandbr
sassar	Sassar	Slot 592	agrandrb
scdur	Unger Hilldark	Slot 592	agrandsw
scjerlia	Jerlia the Ore Merchant	Slot 592	agrandbr
scsain	Dawnbringer Sain	Slot 592	agrandrb
sctelwyn	Guardian Telwyn	Slot 608	agrandbr
scyarryl	Talon Yarryl	Slot 592	agrandrb
senani01	Moose	Slot 608	agrandbr
senani02	Deer	Slot 608	agrandbr
senani03	Squirrel	Slot 608	agrandrb
senani04	Rabbit	Slot 608	agrandrb
senani05	Pheasant	Slot 600	agrandsw
senbeh01	Spectator	Slot 592	agrandrb
sendai	Sendai	Slot 592	agrandbr
sendai2	Sendai	Slot 584	agrandrb
sendai3	Sendai	Slot 592	agrandbr
sendai4	Sendai	Slot 592	agrandbr
sendai5	Sendai	Slot 592	agrandbr
sendai6	Sendai	Slot 592	agrandbr
sendai7	Sendai	Slot 600	agrandrb
sendai8	Sendai	Slot 592	agrandbr
sendro01	Drow	Slot 584	agrandbr
sendro02	Drow	Slot 592	agrandbr
sendro03	Drow	Slot 600	agrandrb
sendro04	Drow	Slot 584	agrandrb
sendro05	Drow	Slot 584	agrandbr
senfod01	Drow	Slot 584	agrandbr
senfod02	Drow	Slot 592	agrandbr
sengua01	Woodcutter	Slot 608	agrandbr
sengua02	Guard Captain	Slot 592	agrandrb
sengua03	Captain Egeissag	Slot 600	agrandbr
sengua04	Slavemaster	Slot 608	agrandrb
sengua05	Drow	Slot 592	agrandbr
senill01	Mithykyl	Slot 592	agrandsr
senill02	Mithykyl	Slot 592	agrandbr
senken01	Thelynn'ss	Slot 584	agrandrb
senlich	Odamaron	Slot 584	agrandrb
senmonk	Master Bennon	Slot 592	agrandbr
senorc01	Derro Berserker	Slot 592	agrandrb
senorc02	Derro	Slot 592	agrandbr
senorc03	Derro Berserker	Slot 592	agrandrb
senorc04	Derro	Slot 592	agrandrb
senpri01	Diaytha	Slot 608	agrandrb
sensmsp2	Orog	Slot 592	agrandbr
sethle	Sethle	Slot 608	agrandbr
sevdru01	Alatelo De Bonito	Slot 600	agrandrp
sevpat01	Mencar Pebblecrusher	Slot 608	agrandrb
sevpat03	Pooky	Slot 608	agrandsr
sevpat04	Smaeluv Orcslicer	Slot 600	agrandbr
sevpat05	Brennan Risling	Slot 608	agrandrb
sewarc01	Orc Archer	Slot 600	agrandbr
sewarc02	Orc Archer	Slot 600	agrandbr
sewdue01	Duergar Sapper	Slot 600	agrandbr
sewdue02	Duergar Sapper	Slot 600	agrandrb
seworo01	Elite Orog	Slot 600	agrandbr
sewrak01	Rakshasa	Slot 608	agrandrb
sewyag01	Duergar Sapper	Slot 592	agrandrp
sewyag02	Orc Archer	Slot 592	agrandrb
sewyag03	Elite Orog	Slot 592	agrandsr
sewyag04	Yaga-Shura Mage	Slot 600	agrandrb
sguard1	Guard	Slot 608	agrandbr
sguard2	Guard	Slot 608	agrandrb
sguard3	Guard	Slot 608	agrandbr
sguard4	Guard	Slot 592	agrandbr
shabod01	Wallag's Body	Slot 592	agrandbr
shadth01	Shadow Thief	Slot 600	agrandbr
shadth02	Rogue	Slot 600	agrandrb
shaerlee	Shaerlee	Slot 592	agrandrb
shagho01	Badon's Ghost	Slot 592	agrandrb
shagho02	Dettseh's Ghost	Slot 592	agrandnc
shank	Shank	Slot 592	agrandbr
shape	Frennedan	Slot 592	agrandbr
sharfit1	Half Quallian Warrior	Slot 592	agrandea
sharfit2	Tribal Warrior	Slot 592	agrandrb
sharfit3	Half Quallian Warrior	Slot 592	agrandbr
sharfit4	Tribal Shaman	Slot 592	agrandbr
sharthug	Tyrian	Slot 592	agrandrb
shbones	Skeleton Warrior	Slot 592	agrandrb
shmind	Mind Flayer	Slot 592	agrandrb
shth01	Hanz	Slot 600	agrandrb
shth011	Hanz	Slot 600	agrandrb
shth02	Goshan	Slot 600	agrandbr
shth03	Kretor	Slot 608	agrandbr
shth04	Morsa	Slot 600	agrandrb
shth05	Joster	Slot 600	agrandbr
shth06	Varia	Slot 600	agrandrb
shthass2	Shadow Thief	Slot 592	agrandrb
shthass3	Thief	Slot 592	agrandsw
shthdr01	Brannel	Slot 600	agrandrb
shthlt01	Jariel	Slot 600	agrandbr
shthlt02	Lathan	Slot 592	agrandnc
shthstor	Rattell	Slot 608	agrandrb
shtroll	Troll	Slot 592	agrandbr
shugar01	Sister Garlena	Slot 600	agrandea
shugfg01	Vigil Knight	Slot 592	agrandnc
shugho01	Ghostly Apparition	Slot 600	agrandrb
shugmg01	Vigil Knight	Slot 592	agrandbr
shugod01	Odren	Slot 600	agrandbr
shugod02	Odren	Slot 592	agrandrb
shugpr01	Vigil Knight	Slot 592	agrandrb
shupol01	Brother Pol	Slot 592	agrandnc
shwolf	Greater Wolfwere	Slot 592	agrandbr
sirine01	Sirine	Slot 608	agrandrg
skelar01	Skeleton Archer	Slot 592	agrandbr
skelar02	Skeleton Archer	Slot 592	agrandrb
skelet	Skeleton	Slot 592	agrandrb
skelet_a	Skeleton	Slot 592	agrandrb
skelet01	Skeleton	Slot 592	agrandbr
skelet02	Skeleton	Slot 592	agrandbr
skelets	Skeleton	Slot 592	agrandrb
skelhp1	Skeleton	Slot 592	agrandrb
skellord	Skeleton Lord	Slot 592	agrandsh
skelwa	Skeleton Warrior	Slot 592	agrandbr
skelwa01	Skeleton Warrior	Slot 592	agrandrb
skelwa02	Skeleton Warrior	Slot 584	agrandbr
skelwa03	Skeleton Warrior	Slot 584	agrandea
skelwax2	Skeleton Warrior	Slot 592	agrandrb
skelwax3	Skeleton Warrior	Slot 592	agrandrb
slamng01	Amnian Soldier	Slot 592	agrandrb
slandor	Andorian	Slot 592	agrandcl
slapri	Priest of Cyric	Slot 600	agrandrb
slarch1	Slaver Guard	Slot 592	agrandbr
slaver1	Slaver Guard	Slot 600	agrandbr
slaver2	Slaver Guard	Slot 592	agrandrb
slaver3	Slaver Guard	Slot 592	agrandbr
slaver4	Slaver Guard	Slot 592	agrandrb
slayer	Slayer	Slot 592	agrandrb
slayer2	Slayer	Slot 592	agrandrb
slayer3	Slayer	Slot 592	agrandsr
slaysh01	Slayer Shadow	Slot 592	agrandrb
slcent	Amnian Centurion	Slot 600	agrandbr
slguard1	Slaver Guard	Slot 592	agrandrb
slguard2	Slaver Guard	Slot 592	agrandbr
slilmat	Priest of Ilmater	Slot 608	agrandbr
slmage1	Slaver Wizard	Slot 600	agrandrb
slshop01	Black Market Thief	Slot 608	agrandbr
snaksw1	Yuan-Ti Mage	Slot 592	agrandbr
snaksw10	Greater Yuan-Ti	Slot 584	agrandbr
snaksw11	Yuan-Ti Mage	Slot 592	agrandbr
snaksw12	Yuan-Ti Mage	Slot 592	agrandbr
snaksw2	Greater Yuan-Ti	Slot 592	agrandrb
snaksw3	Greater Yuan-Ti	Slot 584	agrandbr
snaksw5	Greater Yuan-Ti	Slot 592	agrandrb
snaksw6	Greater Yuan-Ti	Slot 592	agrandbr
snaksw7	Greater Yuan-Ti	Slot 592	agrandrb
snaksw8	Greater Yuan-Ti	Slot 592	agrandrb
snaksw9	Greater Yuan-Ti	Slot 584	agrandea
solar	Solar	Slot 592	agrandbr
solar01	Solar	Slot 592	agrandlx
sorced	Sonner	Slot 592	agrandrb
sorovin	Sorovin	Slot 592	agrandbr
sphurg	Hurg	Slot 592	agrandrb
spjeag	Jeagger	Slot 592	agrandbr
spmugg	Mugger	Slot 592	agrandbr
spmugg2	Ruffian Captain	Slot 592	agrandrb
spmugg3	Thug	Slot 600	agrandbr
sppain	Pai'Na	Slot 600	agrandbr
starcher	Shadow Thief Archer	Slot 592	agrandbr
stass1	Shadow Thief Assassin	Slot 592	agrandbr
stdeath	Arkanis Gath	Slot 592	agrandlx
stein	Stein	Slot 608	agrandbr
stguard1	Shadow Thief Sentry	Slot 592	agrandrb
stguard2	Shadow Thief	Slot 592	agrandrb
stguard3	Shadow Thief	Slot 592	agrandrb
stmage	Shadow Thief	Slot 600	agrandrb
stolethf	Shadow Thief	Slot 592	agrandbr
stoneser	Rock Servant	Slot 592	agrandrb
suadsaan	Adsaan	Slot 600	agrandbr
sudemde1	Balor	Slot 584	agrandbr
sudemde2	Balor	Slot 584	agrandbr
sudemon	Balor	Slot 592	agrandbr
sudemon2	Balor	Slot 592	agrandrb
sudemw1	Balor	Slot 584	agrandrb
suelf11	Wounded Elf	Slot 592	agrandbr
suelf12	Captain Aduo'on	Slot 592	agrandbr
suelf13	Elven Warrior	Slot 600	agrandbr
suelf6	Elven Warrior	Slot 608	agrandrb
suelf7	Elven Warrior	Slot 608	agrandrb
suelf8	Elven Warrior	Slot 608	agrandsw
suelf9	Wounded Elf	Slot 592	agrandbr
suelfw1	Elven Warrior	Slot 600	agrandbr
suelfw10	Elven Battle Mage	Slot 600	agrandbr
suelfw11	Elven Battle Mage	Slot 600	agrandrb
suelfw12	Elven Battle Mage	Slot 600	agrandrb
suelfw13	Elven Archer	Slot 600	agrandrb
suelfw14	Elven Archer	Slot 600	agrandrb
suelfw15	Elven Archer	Slot 600	agrandrb
suelfw2	Elven Warrior	Slot 600	agrandsw
suelfw3	Elven Warrior	Slot 600	agrandsw
suelfw4	Elven Warrior	Slot 600	agrandrb
suelfw5	Elven Warrior	Slot 600	agrandrb
suelfw6	Elven Warrior	Slot 600	agrandbr
suelfw7	Elven Warrior	Slot 600	agrandbr
suelfw8	Elven Warrior	Slot 600	agrandrb
suelfw9	Elven Battle Mage	Slot 600	agrandbr
suelhan	Elhan	Slot 592	agrandbr
suelle	Ellesime	Slot 592	agrandrb
suelle2	Ellesime	Slot 592	agrandbr
suelleap	Ellesime	Slot 592	agrandrb
suelleg1	Elven Warrior	Slot 592	agrandrb
suendel1	Elven Warrior	Slot 592	agrandlx
suendel2	Elven Warrior	Slot 592	agrandrb
suendel3	Elf Male	Slot 592	agrandnc
suendel4	Elf Female	Slot 592	agrandrb
suendel5	Elf	Slot 592	agrandrb
suendel6	Elf	Slot 592	agrandbr
suendel7	Elven Warrior	Slot 592	agrandrb
suendel8	Elven Warrior	Slot 592	agrandbr
sumoon	Elven Warrior	Slot 592	agrandrb
suna	Suna Seni	Slot 592	agrandbr
super1	Calahan	Slot 592	agrandrb
suraam	Raamilat	Slot 600	agrandbr
surakmah	Maharajah	Slot 600	agrandbr
surakraj	Rajah	Slot 600	agrandbr
surakruh	Ruhk	Slot 600	agrandbr
suraksha	Rakshasa	Slot 600	agrandbr
surakw1	Rakshasa	Slot 592	agrandrb
surakw2	Rakshasa	Slot 592	agrandbr
surakw3	Rakshasa	Slot 592	agrandbr
surakw4	Rakshasa	Slot 592	agrandbr
surly	Surly	Slot 600	agrandbr
susuneer	Suneer	Slot 600	agrandrb
sutroll	Troll	Slot 600	agrandbr
sutroll2	Troll	Slot 592	agrandrb
suundead	Skeleton Warrior	Slot 592	agrandbr
suziyaad	Ziyaad	Slot 592	agrandbr
swsfoll1	Kobold Commando	Slot 600	agrandrb
swsfoll2	Kobold	Slot 600	agrandbr
swsfoll3	Kobold	Slot 600	agrandrb
swsfoll4	Kobold	Slot 600	agrandrb
swsfoll5	Kobold	Slot 600	agrandrb
swsfoll6	Kobold Commando	Slot 600	agrandbr
swshaman	Kobold Shaman	Slot 600	agrandsr
talkni01	Storm Knight	Slot 592	agrandrb
talkni02	Storm Knight	Slot 592	agrandbr
talmiss	Mistress Ada	Slot 592	agrandlx
talmiss2	Mistress Ada	Slot 608	agrandrb
talmur	Talmur	Slot 592	agrandbr
talvilon	Acolyte Vilon	Slot 608	agrandcl
tanadv01	Strachan Fireblade	Slot 592	agrandrb
tanadv02	Adventurer	Slot 592	agrandrb
tanadv03	Adventurer	Slot 592	agrandrb
tanadv04	Adventurer	Slot 592	agrandrb
tanadv05	Adventurer	Slot 600	agrandrb
tanadv06	Dunbar the Fifth	Slot 600	agrandbr
tanally1	Fael	Slot 592	agrandbr
tanari01	Tanar'ri	Slot 592	agrandbr
tanarixa	Tanar'ri	Slot 592	agrandsw
tanarixb	Tanar'ri	Slot 592	agrandrb
tanner	Rejiek Hidesman	Slot 608	agrandrb
tanskw1	Skeleton Warrior	Slot 592	agrandsh
tanthf01	Rune Assassin	Slot 592	agrandlx
tantug01	Thug	Slot 592	agrandbr
tantug02	Thug	Slot 592	agrandbr
tantug03	Thug	Slot 592	agrandbr
tanwiz02	Mage	Slot 584	agrandbr
tanwiz03	Mage	Slot 584	agrandbr
tanwiz04	Mage	Slot 584	agrandbr
tanwiz1	Vellin Dahn	Slot 600	agrandrb
tarnor	Tarnor the Hatchetman	Slot 600	agrandrb
tartar01	Tartarus	Slot 592	agrandrb
tartarus	Tartarus	Slot 592	agrandbr
tasloi01	Tasloi	Slot 592	agrandbr
tasloi02	Tasloi	Slot 592	agrandbr
tasloi03	Tasloi	Slot 592	agrandrb
tazok	Tazok	Slot 600	agrandbr
tdr10a	Kyland Lind	Slot 608	agrandrb
tdr10b	Shadow Druid	Slot 600	agrandrb
tdr6a	Shadow Druid	Slot 600	agrandbr
tdr8a	Shadow Druid	Slot 600	agrandbr
tdr8b	Shadow Druid	Slot 600	agrandrb
telagent	Teldorn Agent	Slot 592	agrandbr
telalu1	Alu-Fiend	Slot 592	agrandrb
telarch1	Teldorn Archer	Slot 600	agrandrb
telarch2	Teldorn Archer	Slot 600	agrandbr
telbal1	Balor	Slot 592	agrandrb
telcam1	Cambion	Slot 592	agrandrp
telcler1	Banite Priest	Slot 584	agrandrb
telcor1	Cornugon	Slot 592	agrandrb
telfght1	Teldorn Fighter	Slot 592	agrandrb
telfght2	Teldorn Fighter	Slot 592	agrandea
telfght3	Teldorn Fighter	Slot 600	agrandbr
telfght4	Teldorn Fighter	Slot 600	agrandlx
telimp1	Imp	Slot 592	agrandbr
telmess1	Teldorn Messenger	Slot 592	agrandbr
telmess2	Teldorn Messenger	Slot 592	agrandrb
telpit1	Pit Fiend	Slot 592	agrandrb
telpit2	Pit Fiend	Slot 592	agrandbr
telqua1	Quasit	Slot 592	agrandrb
telqua2	Quasit	Slot 592	agrandrb
telslav	Slave Wraith	Slot 600	agrandbr
teltan1	Glabrezu	Slot 592	agrandrb
teltan2	Glabrezu	Slot 592	agrandrb
teltief1	Tiefling	Slot 592	agrandcl
teltief2	Tiefling	Slot 592	agrandrb
teltief3	Tiefling	Slot 592	agrandrb
telwrai	Demon Wraith	Slot 592	agrandrb
temsup	Overgold Renwellyn	Slot 592	agrandbr
tenya	Tenya	Slot 608	agrandrb
terl	Terl	Slot 608	agrandbr
termer01	Mercenary	Slot 608	agrandrp
termer03	Mercenary	Slot 608	agrandsw
termer04	Mercenary	Slot 608	agrandbr
termer05	Mercenary	Slot 608	agrandbr
terrece	Terrece	Slot 608	agrandbr
tethtori	Tethtoril	Slot 592	agrandbr
theshal	Theshal	Slot 600	agrandrb
thief1	Sidge	Slot 592	agrandlx
thief2	Shadow Thief	Slot 592	agrandsr
thief3	Shadow Thief	Slot 592	agrandbr
thief4	Shadow Thief	Slot 592	agrandbr
thief5	Gorvin	Slot 592	agrandrb
thief6	Zyntris	Slot 608	agrandbr
thief7	Anishai	Slot 608	agrandrb
thief8	Shadow Thief	Slot 608	agrandrb
thork1	Thorknar	Slot 592	agrandrb
thork2	Thorknar	Slot 592	agrandrb
thork3	Thorknar	Slot 592	agrandrb
thork4	Thorknar	Slot 592	agrandrb
thorkd1	Ranas	Slot 592	agrandbr
thorkd2	Ranas	Slot 592	agrandbr
thorkd3	Ranas	Slot 592	agrandrb
thorkd4	Ranas	Slot 592	agrandbr
thraxi	Thraxis Gall	Slot 584	agrandrb
tiana	Tiana	Slot 600	agrandbr
tirthold	Tirthold	Slot 592	agrandbr
tobban01	Sharik Nefal	Slot 600	agrandbr
tobban02	Orc Archer	Slot 600	agrandbr
tobban03	Orc	Slot 600	agrandbr
tobban04	Orog	Slot 600	agrandsw
tobpar01	Eler Had	Slot 608	agrandbr
tobpar02	Berena Elkan	Slot 600	agrandlx
tobpar03	Long Po	Slot 600	agrandbr
tobpar04	Karun the Black	Slot 608	agrandbr
tobpar05	Delga Deepdelver	Slot 600	agrandrp
tobpar06	Helena Fairhand	Slot 600	agrandrb
tolger	Tolgerias	Slot 600	agrandrb
tolmag01	Mage	Slot 592	agrandrb
tolmag02	Mage	Slot 600	agrandbr
topeslav	Duralerant	Slot 592	agrandbr
torgal	TorGal	Slot 608	agrandbr
torgal2	TorGal	Slot 592	agrandbr
